"","ewp_name","risk.2025and2026.from2024","rank.2025and2026.from2025","risk.2025only.from2024","riskrank.2025only.from2024","risk.2024and2025.from2023","rank.2024and2025.from2023","widetargeting","narrowtargeting","v2csgender_binary","v2mecenefm_binary","partyban.new.0","partyban.new.1","partyban.new.2","minorityrule","judicialreform","religiousfreedom","pol_killing_approved","freediscussion","social_inequality","even_civilrights","repress_civilsoc","social_power_dist","ses_power_dist","popsize.log2","gdppcgrowth","un_imr_sqrt","efindex","discrimpop","reg.na","reg.eap","reg.sca","reg.mna","reg.eur","ios.iccpr1","battledeaths.log2","coup.try.5yr","mk_ongoing_count_log2","mean_mk_onset_interaction","mk_onset_prev_year","newcountry","mk_ever","year_sq","year","countryage.new.log2","includesnonstate","ccode"
"103","Romania",0.005046,103,0.003078,104,0.005137,99,0,0,0,0,0,0,1,0,1,4,0,0.966,0,1,0,0,1.23,24.18,0.7616,2.264,0.207,0,0,0,0,0,1,1,0,0,0,2,0,0,1,4097000,2024,7.2,1,360
"104","Hungary",0.005001,104,0.003156,102,0.005058,101,0,0,0,1,0,0,1,0,1,4,0,0.866,0,1,1,1,0.358,23.19,0.8263,1.702,0.232,0,0,0,0,0,1,1,0,0,0,1,0,0,1,4097000,2024,6.741,1,310
"105","Honduras",0.004886,105,0.00301,105,0.004937,102,0,0,0,0,0,0,1,0,1,4,0,0.867,0,0,0,1,-0.13,23.37,1.824,3.544,0.229,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,7.531,1,91
"106","Saudi Arabia",0.004618,106,0.002855,107,0.004573,103,0,0,1,1,1,0,0,1,1,1,0,0.151,1,1,1,1,-1.235,25.07,-2.799,2.459,0.224,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,4097000,2024,6.539,1,670
"107","Paraguay",0.004583,107,0.002857,106,0.004559,104,0,0,0,0,0,0,1,1,1,4,0,0.778,0,0,0,1,0.185,22.72,2.971,3.987,0.179,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,7.707,1,150
"108","United Kingdom",0.004535,108,0.002636,112,0.004515,108,0,0,0,0,0,0,1,0,1,4,0,0.899,0,1,0,0,0.987,26.04,0.0287,1.907,0.399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4097000,2024,7.707,1,200
"109","Japan",0.004487,109,0.002573,114,0.004523,107,0,0,0,0,0,0,1,0,1,4,0,0.878,0,1,0,0,1.396,26.89,0.5207,1.29,0.019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4097000,2024,7.707,1,740
"110","Malaysia",0.004443,110,0.002471,117,0.004558,105,0,0,0,1,0,0,1,0,1,2,0,0.7,0,1,0,1,0.756,25.08,3.839,2.249,0.57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4097000,2024,6.087,1,820
"111","Turkmenistan",0.004425,111,0.002846,109,0.004549,106,0,0,0,1,1,0,0,1,0,0,0,0.117,0,1,1,1,-1.919,22.84,0.4894,5.343,0.255,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.087,1,701
"112","Cyprus",0.00438,112,0.002848,108,0.004465,110,0,0,0,0,0,0,1,0,1,4,0,0.881,0,0,0,1,2.059,20.37,1.018,1.603,0.347,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,6.022,1,352
"113","Serbia",0.00435,113,0.002617,113,0.004287,111,0,0,0,1,0,0,1,0,1,4,0,0.783,0,1,0,1,0.636,22.65,4.445,1.992,0.396,0.004,0,0,0,0,1,1,0,0,0,4,0,0,1,4097000,2024,6.741,1,345
"114","Panama",0.00435,114,0.002742,110,0.004501,109,0,0,0,0,0,0,1,0,1,4,0,0.917,0,0,0,0,-0.649,22.11,1.567,3.217,0.612,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,6.931,1,95
"115","Czech Republic",0.004265,115,0.002666,111,0.004211,112,0,0,0,0,0,0,1,0,1,4,0,0.969,0,1,0,0,1.372,23.38,0.952,1.451,0.262,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4097000,2024,5,1,316
"116","Belarus",0.003993,116,0.002457,118,0.003812,120,0,0,0,1,0,1,0,0,1,2,0,0.029,0,1,1,0,0.87,23.12,4.518,1.571,0.309,0.031,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,5.087,1,370
"117","Slovakia",0.003982,117,0.002442,119,0.003898,117,0,0,0,0,0,0,1,0,0,3,0,0.827,0,1,0,0,0.686,22.37,2.15,1.977,0.241,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4097000,2024,5,1,317
"118","Maldives",0.003977,118,0.002475,116,0.004149,114,0,0,0,0,0,0,1,0,1,0,0,0.785,0,0,0,1,-0.326,19.01,4.774,2.113,0.059,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.907,1,781
"119","Germany",0.00397,119,0.002476,115,0.003946,115,0,0,0,0,0,0,1,0,1,4,0,0.976,0,1,0,0,1.566,26.32,0.2285,1.68,0.189,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.313,1,255
"120","Spain",0.003927,120,0.002411,121,0.003902,116,0,0,0,0,0,0,1,0,1,4,0,0.958,0,1,0,0,1.154,25.54,2.18,1.484,0.669,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.707,1,230
"121","Dominican Republic",0.003918,121,0.002434,120,0.003823,119,0,0,0,0,0,0,1,0,1,4,0,0.957,0,1,0,0,0.343,23.45,4.067,5.029,0.453,0.023,1,0,0,0,0,1,0,0,0,1,0,0,1,4097000,2024,7.5,1,42
"122","France",0.003823,122,0.002392,122,0.003843,118,0,0,0,0,0,0,1,0,1,4,0,0.948,0,1,0,0,1.478,26.03,0.8277,1.776,0.1,0.006,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.707,1,220
"123","Croatia",0.003713,123,0.002301,123,0.003691,122,0,0,0,0,0,0,1,0,1,4,0,0.877,0,1,0,1,0.6,21.88,3.637,1.852,0.171,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4097000,2024,5.087,1,344
"124","Chile",0.003686,124,0.002288,124,0.003514,124,0,0,0,0,0,0,1,0,1,4,0,0.972,0,1,0,1,0.968,24.24,2.094,2.35,0.439,0.099,1,0,0,0,0,1,0,0,0,1,0,0,1,4097000,2024,7.693,1,155
"125","Italy",0.003591,125,0.002275,125,0.003547,123,0,0,0,0,0,0,1,0,1,4,0,0.936,0,1,0,0,1.71,25.81,0.7385,1.49,0.11,0.001,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.707,1,325
"126","Lesotho",0.003517,126,0.002251,127,0.003511,125,0,0,0,0,0,0,1,0,1,4,0,0.821,0,1,0,0,0.975,21.16,1.621,7.39,0.313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.883,1,570
"127","Greece",0.003436,127,0.002095,131,0.003302,130,0,0,0,0,0,1,0,0,1,3,0,0.93,0,1,0,0,2.013,23.31,2.437,1.701,0.167,0.03,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.622,1,350
"128","The Gambia",0.00342,128,0.002114,130,0.003438,127,0,0,0,0,0,0,1,0,1,4,0,0.854,0,1,0,1,0.637,21.4,3.366,5.372,0.762,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.907,1,420
"129","Australia",0.003392,129,0.002125,129,0.003474,126,0,0,0,0,0,0,1,0,1,4,0,0.944,0,1,0,0,0.878,24.7,-0.6271,1.622,0.276,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,6.954,1,900
"130","Tunisia",0.003382,130,0.00227,126,0.003332,128,0,0,0,0,0,0,1,0,0,3,0,0.626,0,1,1,0,2.597,23.55,0.7177,3.089,0.034,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4097000,2024,6.109,1,616
"131","Guyana",0.003349,131,0.001889,137,0.003319,129,0,0,0,0,0,0,1,0,1,4,0,0.832,0,0,0,0,0.988,19.66,42.56,4.274,0.695,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.883,1,110
"132","Uruguay",0.003326,132,0.002231,128,0.001366,168,0,0,0,0,0,0,1,0,1,4,0,0.936,0,0,0,0,1.368,21.69,3.154,2.433,0.176,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,7.607,1,165
"133","Netherlands",0.00306,133,0.002003,134,0.003014,134,0,0,0,0,0,0,1,0,1,4,0,0.889,0,1,0,0,1.931,24.1,0.3224,1.757,0.354,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.707,1,210
"134","Kuwait",0.003037,134,0.002056,132,0.00303,133,0,0,0,0,1,0,0,0,1,3,0,0.449,0,1,1,1,-0.264,22.25,-4.92,2.54,0.765,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,4097000,2024,5.907,1,690
"135","Oman",0.003018,135,0.002019,133,0.002975,135,0,0,0,1,1,0,0,0,1,3,0,0.383,0,1,1,1,-0.734,22.33,-2.797,2.884,0.597,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4097000,2024,7.707,1,698
"136","Switzerland",0.003014,136,0.001888,138,0.00293,136,0,0,0,0,0,0,1,0,1,4,0,0.97,0,1,0,0,1.29,23.11,-0.3349,1.781,0.367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4097000,2024,7.707,1,225
"137","Belgium",0.00296,137,0.001944,136,0.002923,137,0,0,0,0,0,0,1,0,1,4,0,0.957,0,1,0,0,1.815,23.5,0.2583,1.695,0.592,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.607,1,211
"138","Singapore",0.002833,138,0.001707,146,0.002834,139,0,0,0,1,0,0,1,0,1,3,0,0.725,0,1,0,1,0.894,22.53,2.327,1.329,0.395,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4097000,2024,5.907,1,830
"139","Qatar",0.002772,139,0.001848,139,0.002661,143,0,0,0,1,1,0,0,1,1,1,0,0.105,1,1,1,1,-2.284,21.45,-4.488,2.403,0.708,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4097000,2024,5.755,1,694
"140","Mongolia",0.002747,140,0.001756,145,0.002916,138,0,0,0,0,0,0,1,0,2,4,0,0.741,0,1,0,1,-0.091,21.75,3.566,3.028,0.315,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,6.7,1,712
"141","New Zealand",0.002726,141,0.001757,143,0.002796,140,0,0,0,0,0,0,1,0,1,4,0,0.98,0,1,0,1,0.657,22.35,-1.876,1.91,0.485,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,6.883,1,920
"142","Cuba",0.002721,142,0.001974,135,0.002519,146,0,0,0,1,1,0,0,0,1,2,0,0.073,0,1,1,0,2.135,23.39,-1.574,2.126,0.517,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4097000,2024,6.943,1,40
"143","Portugal",0.002717,143,0.001756,144,0.002728,141,0,0,0,0,0,0,1,0,0,4,0,0.841,0,1,0,0,1.132,23.35,0.7525,1.525,0.22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.707,1,235
"144","Austria",0.002705,144,0.001797,140,0.002661,142,0,0,0,0,0,0,1,0,1,4,0,0.906,0,1,0,0,0.795,23.13,-1.677,1.626,0.248,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,6.741,1,305
"145","Bulgaria",0.002687,145,0.001757,142,0.002583,145,0,0,0,0,0,0,1,0,1,3,0,0.903,0,1,0,0,0.8,22.62,2.846,2.21,0.289,0.002,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.2,1,355
"146","Sweden",0.002644,146,0.001758,141,0.002599,144,0,0,0,0,0,0,1,0,1,4,0,0.898,0,1,0,0,1.469,23.33,0.6578,1.359,0.219,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.707,1,380
"147","Kosovo",0.002453,147,0.001464,157,0.002429,148,0,0,0,0,0,0,1,0,1,4,0,0.861,0,1,0,0,-0.433,20.54,15.03,2.987,0.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4097000,2024,4.087,1,347
"148","Macedonia",0.002418,148,0.001546,153,0.00235,151,0,0,0,0,0,0,1,0,1,4,0,0.774,0,1,0,1,-0.702,20.77,4.8,2.466,0.562,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,5.087,1,343
"149","Denmark",0.002413,149,0.001617,147,0.002366,150,0,0,0,0,0,0,1,0,1,4,0,0.981,0,1,0,0,1.571,22.51,3.155,1.677,0.177,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.707,1,390
"150","Albania",0.002396,150,0.00156,151,0.002428,149,0,0,0,1,0,0,1,0,1,4,0,0.856,0,1,0,0,-0.491,21.37,5.163,2.668,0.139,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,6.807,1,339
"151","Mauritius",0.002373,151,0.001529,154,0.005779,93,0,0,0,1,0,0,1,1,1,4,0,0.791,0,1,0,1,0.48,20.26,4.821,3.421,0.466,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.833,1,590
"152","Ireland",0.002366,152,0.00161,148,0.002327,152,0,0,0,0,0,0,1,0,1,4,0,0.976,0,1,0,0,1.411,22.36,-0.1456,1.623,0.174,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,6.7,1,205
"153","Armenia",0.002347,153,0.001585,149,0.002292,153,0,0,0,1,0,0,1,0,1,3,0,0.87,0,1,0,0,1.226,21.53,3.484,3.015,0.045,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,5.087,1,371
"154","Solomon Islands",0.00229,154,0.001469,156,0.002291,154,0,0,0,0,0,0,1,0,1,4,0,0.852,0,1,0,0,-0.07,19.64,0.1369,3.737,0.097,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4097000,2024,5.555,1,940
"155","Finland",0.002289,155,0.001576,150,0.002199,155,0,0,0,0,0,0,1,0,1,4,0,0.979,0,1,0,0,1.656,22.43,-1.098,1.305,0.138,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,6.755,1,375
"156","Norway",0.002232,156,0.001547,152,0.002168,156,0,0,0,0,0,0,1,0,1,4,0,0.873,0,1,0,0,2.56,22.41,1.135,1.336,0.151,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,6.907,1,385
"157","Lithuania",0.002158,157,0.001483,155,0.002089,157,0,0,0,0,0,0,1,0,1,4,0,0.821,0,1,0,0,1.664,21.46,2.187,1.757,0.284,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,5.087,1,368
"158","Latvia",0.002088,158,0.001448,158,0.002054,158,0,0,0,0,0,0,1,0,1,4,0,0.975,0,1,0,0,1.45,20.83,0.3596,1.657,0.547,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,5.087,1,367
"159","Slovenia",0.00193,159,0.001352,159,0.001906,159,0,0,0,1,0,0,1,0,1,4,0,0.868,0,1,0,0,1.673,21.02,1.311,1.187,0.258,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,5.087,1,349
"160","Cape Verde",0.001895,160,0.001279,161,0.001895,160,0,0,0,0,0,0,1,0,1,4,0,0.93,0,1,0,0,0.821,19,6.752,3.089,0.442,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.644,1,402
"161","Estonia",0.001869,161,0.001325,160,0.001805,161,0,0,0,0,0,0,1,0,1,4,0,0.899,0,1,0,0,1.576,20.39,-0.3846,1.281,0.458,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,5.087,1,366
"162","Montenegro",0.001719,162,0.001217,163,0.001623,163,0,0,0,0,0,0,1,0,1,3,0,0.888,0,1,0,0,1.599,19.25,2.99,1.375,0.7,0.01,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,4.248,1,341
"163","Luxembourg",0.001707,163,0.001237,162,0.001706,162,0,0,0,0,0,0,1,0,1,4,0,0.952,0,1,0,0,1.804,19.37,-0.651,1.69,0.53,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.304,1,212
"164","Costa Rica",0.001664,164,0.001156,164,0.00162,164,0,0,0,0,0,0,1,0,1,4,0,0.953,0,1,0,0,0.551,22.29,3.825,2.536,0.398,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,7.531,1,94
"165","Malta",0.001583,165,0.001148,166,0.001572,165,0,0,0,0,0,0,1,0,1,4,0,0.922,0,1,0,0,1.417,19.13,1.984,2.149,0.04,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,5.931,1,338
"166","Jamaica",0.001575,166,0.001151,165,0.001494,166,0,0,0,0,0,0,1,0,1,4,0,0.965,0,1,0,0,1.402,21.44,-0.6974,3.928,0.21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.977,1,51
"167","Trinidad and Tobago",0.001515,167,0.001079,167,0.001461,167,0,0,0,0,0,0,1,0,1,4,0,0.884,0,1,0,1,0.912,20.38,1.589,3.707,0.655,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.977,1,52
"168","Suriname",0.001281,168,0.0009408,168,0.003067,132,0,0,0,0,0,0,1,0,1,4,0,0.918,0,1,0,0,0.456,19.28,1.941,3.279,0.73,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.644,1,115
